TIME,SCORE,PLAYER_NAMES,SCORE1,SCORE2,FIFTY,SCORE3,SCORE4,OTHER_INFO,REVIEWS,FOUR_SIX,TOUR_SIXES
11.56 sec',"[488.318878173828,616.432739257813,302.733917236328,92.9896240234375]","[141.026153564453,629.827514648438,341.691925048828,75.2078247070313]",[],[],[],[],[],"[804.002014160156,629.018310546875,295.035461425781,72.0523071289063]",[],[],[]
11.6 sec',"[488.318572998047,616.432495117188,302.734466552734,92.9901123046875]","[141.026123046875,629.827697753906,341.691772460938,75.2076416015625]",[],[],[],[],[],"[804.002685546875,629.018615722656,295.033691406250,72.0516967773438]",[],[],[]
11.64 sec',"[488.318908691406,616.432556152344,302.734008789063,92.9901123046875]","[141.025909423828,629.827636718750,341.692260742188,75.2078247070313]",[],[],[],[],[],"[804.002868652344,629.019226074219,295.032775878906,72.0511474609375]",[],[],[]
11.68 sec',"[488.316711425781,616.432250976563,302.737487792969,92.9906616210938]","[141.025588989258,629.827026367188,341.692810058594,75.2084960937500]",[],[],[],[],[],"[804.002258300781,629.018737792969,295.034851074219,72.0519409179688]",[],[],[]
11.72 sec',"[488.315185546875,616.431701660156,302.739746093750,92.9913940429688]","[141.025482177734,629.826538085938,341.692871093750,75.2090454101563]",[],[],[],[],[],"[804.002624511719,629.019165039063,295.033752441406,72.0513916015625]",[],[],[]
11.76 sec',"[488.316223144531,616.431823730469,302.730041503906,92.9900512695313]","[141.025436401367,629.826538085938,341.692749023438,75.2086791992188]",[],[],[],[],[],"[804.002746582031,629.019226074219,295.034118652344,72.0513305664063]",[],[],[]
11.8 sec',"[488.318084716797,616.431030273438,302.720062255859,92.9902954101563]","[141.024841308594,629.826354980469,341.693572998047,75.2090454101563]",[],[],[],[],[],"[804.002380371094,629.019409179688,295.034973144531,72.0512695312500]",[],[],[]
11.84 sec',"[488.317413330078,616.430236816406,302.722198486328,93.0049438476563]","[141.025070190430,629.826660156250,341.693298339844,75.2081298828125]",[],[],[],[],[],"[804.002441406250,629.019226074219,295.034667968750,72.0509033203125]",[],[],[]
11.88 sec',"[488.316314697266,616.429321289063,302.724456787109,93.0198974609375]","[141.025238037109,629.826660156250,341.692840576172,75.2079467773438]",[],[],[],[],[],"[804.002197265625,629.020019531250,295.034667968750,72.0490112304688]",[],[],[]
11.92 sec',"[488.315765380859,616.428955078125,302.725982666016,93.0331420898438]","[141.025344848633,629.826599121094,341.692687988281,75.2080078125000]",[],[],[],[],[],"[804.001770019531,629.019348144531,295.035827636719,72.0502319335938]",[],[],[]
11.96 sec',"[488.316345214844,616.429626464844,302.726013183594,93.0288696289063]","[141.024963378906,629.826721191406,341.693237304688,75.2078857421875]",[],[],[],[],[],"[804.001831054688,629.019348144531,295.035278320313,72.0494384765625]",[],[],[]
12 sec',"[488.318359375000,616.431579589844,302.719848632813,93.0269775390625]","[141.025405883789,629.826660156250,341.692443847656,75.2079467773438]",[],[],[],[],[],"[804.001770019531,629.019836425781,295.035339355469,72.0493164062500]",[],[],[]
12.04 sec',"[488.318847656250,616.431945800781,302.717590332031,93.0267333984375]","[141.025344848633,629.826843261719,341.692565917969,75.2077636718750]",[],[],[],[],[],"[804.006225585938,629.025024414063,295.030151367188,72.0380249023438]",[],[],[]
12.08 sec',"[488.319427490234,616.432189941406,302.715362548828,93.0271606445313]","[141.025009155273,629.826904296875,341.692810058594,75.2077026367188]",[],[],[],[],[],"[804.010864257813,629.029907226563,295.025390625000,72.0292358398438]",[],[],[]
12.12 sec',"[488.319366455078,616.432250976563,302.714202880859,93.0277099609375]","[141.024536132813,629.827270507813,341.693298339844,75.2074584960938]",[],[],[],[],[],"[804.015014648438,629.035095214844,295.022460937500,72.0183105468750]",[],[],[]
12.16 sec',"[488.319427490234,616.432250976563,302.713836669922,93.0277709960938]","[141.045028686523,629.699829101563,341.486572265625,75.3414306640625]",[],[],[],[],[],"[804.014953613281,629.034912109375,295.022399902344,72.0183715820313]",[],[],[]
12.2 sec',"[488.319458007813,616.430297851563,302.714111328125,93.0304565429688]","[141.043746948242,629.699096679688,341.492126464844,75.3427124023438]",[],[],[],[],[],"[804.015136718750,629.034729003906,295.021972656250,72.0187988281250]",[],[],[]
12.24 sec',"[488.319702148438,616.430358886719,302.713928222656,93.0304565429688]","[141.044189453125,629.699645996094,341.487915039063,75.3417968750000]",[],[],[],[],[],"[804.014831542969,629.034851074219,295.021911621094,72.0185546875000]",[],[],[]
12.28 sec',"[488.319702148438,616.430297851563,302.713989257813,93.0304565429688]","[141.044876098633,629.703063964844,341.484497070313,75.3377685546875]",[],[],[],[],[],"[804.015258789063,629.034301757813,295.022338867188,72.0202026367188]",[],[],[]
12.32 sec',"[488.319793701172,616.430358886719,302.713775634766,93.0304565429688]","[141.052001953125,630.059448242188,341.597717285156,75.2844238281250]",[],[],[],[],[],"[804.016845703125,629.033752441406,295.021240234375,72.0227050781250]",[],[],[]
12.36 sec',"[488.320007324219,616.430297851563,302.713439941406,93.0303955078125]","[141.195877075195,630.154479980469,340.315124511719,75.1265258789063]",[],[],[],[],[],"[804.015747070313,629.033874511719,295.021728515625,72.0230102539063]",[],[],[]
12.4 sec',"[488.319915771484,616.430236816406,302.713653564453,93.0302734375000]","[141.063186645508,630.180480957031,339.861694335938,75.6642456054688]",[],[],[],[],[],"[804.015991210938,629.033630371094,295.021606445313,72.0233154296875]",[],[],[]
12.44 sec',"[488.319793701172,616.429199218750,302.714691162109,93.0313110351563]",[],[],[],[],[],[],"[804.015869140625,629.033264160156,295.022705078125,72.0244140625000]",[],[],[]
12.48 sec',"[488.319244384766,616.427978515625,302.715911865234,93.0321655273438]",[],[],[],[],[],[],"[804.015563964844,629.033325195313,295.023498535156,72.0238647460938]",[],[],[]
12.52 sec',"[488.319152832031,616.427795410156,302.716186523438,93.0310058593750]",[],[],[],[],[],[],"[804.016174316406,629.033447265625,295.022399902344,72.0233764648438]",[],[],[]
12.56 sec',"[488.318878173828,616.426513671875,302.717559814453,93.0321044921875]",[],[],[],[],[],[],"[804.016357421875,629.033203125000,295.022583007813,72.0239868164063]",[],[],[]
12.6 sec',"[488.318481445313,616.426208496094,302.718627929688,93.0322875976563]",[],[],[],[],[],[],"[804.016357421875,629.033142089844,295.022949218750,72.0239868164063]",[],[],[]
12.64 sec',"[488.318298339844,616.426391601563,302.718688964844,93.0322265625000]",[],[],[],[],[],[],"[804.016723632813,629.033203125000,295.023071289063,72.0241088867188]",[],[],[]
12.68 sec',"[488.318084716797,616.426391601563,302,93]",[],[],[],[],[],[],"[804.017028808594,629.033264160156,295,72]",[],"[145,633,336,63]",[]
12.72 sec',"[488.318542480469,616.426696777344,302.717956542969,93.0319213867188]",[],[],[],[],[],[],"[804.017028808594,629.033203125000,295.023986816406,72.0236816406250]",[],"[144.392105102539,632.876770019531,337.157043457031,63.2378540039063]",[]
12.76 sec',"[488.318389892578,616.425292968750,302.717620849609,93.0308227539063]",[],[],[],[],[],[],"[804.017272949219,629.033203125000,295.024108886719,72.0238647460938]",[],"[143.833709716797,632.778442382813,338.279907226563,63.4790649414063]",[]
12.8 sec',"[488.318908691406,616.424438476563,302.716674804688,93.0294799804688]",[],[],[],[],[],[],"[804.017517089844,629.033203125000,295.023742675781,72.0239257812500]",[],"[143.278320312500,632.657043457031,339.391143798828,63.7667236328125]",[]
12.84 sec',"[488.318878173828,616.424316406250,302.716278076172,93.0297851562500]",[],[],[],[],[],[],"[804.016113281250,629.025390625000,295.027587890625,72.0329589843750]",[],"[142.632766723633,632.535644531250,340.662231445313,63.9161376953125]",[]
12.88 sec',"[488.319183349609,616.424133300781,302.716094970703,93.0307006835938]",[],[],[],[],[],[],"[804.015930175781,629.025207519531,295.027038574219,72.0335693359375]",[],"[141.984481811523,632.397216796875,341.954895019531,64.2086181640625]",[]
12.92 sec',"[488.319610595703,616.424865722656,302.715423583984,93.0299072265625]",[],[],[],[],[],[],"[804.015136718750,629.024902343750,295.029052734375,72.0344238281250]",[],"[141.504669189453,632.307983398438,342.902069091797,64.4143066406250]",[]
12.96 sec',"[488.319519042969,616.425170898438,302.715393066406,93.0295410156250]",[],[],[],[],[],[],"[804.015075683594,629.024047851563,295.029479980469,72.0355834960938]",[],"[141.037322998047,632.218811035156,343.829162597656,64.6121826171875]",[]
13 sec',"[488.319519042969,616.425354003906,302.715209960938,93.0294189453125]",[],[],[],[],[],[],"[804.015014648438,629.023986816406,295.029541015625,72.0359497070313]",[],"[140.404983520508,632.111511230469,345.088317871094,64.8067016601563]",[]
13.04 sec',"[488.319488525391,616.425415039063,302.715057373047,93.0293579101563]",[],[],[],[],[],[],"[804.015136718750,629.024353027344,295.029541015625,72.0358276367188]",[],"[139.804550170898,631.969055175781,346.272338867188,65.0875244140625]",[]
13.08 sec',"[488.319732666016,616.425537109375,302.714691162109,93.0291137695313]",[],[],[],[],[],[],"[804.014953613281,629.024353027344,295.029724121094,72.0357666015625]",[],"[139.187103271484,631.844116210938,347.498657226563,65.3223876953125]",[]
13.12 sec',"[488.320251464844,616.425903320313,302.713806152344,93.0286254882813]",[],[],[],[],[],[],"[804.015014648438,629.023925781250,295.029174804688,72.0364990234375]",[],"[138.624893188477,631.762023925781,348.618530273438,65.4808959960938]",[]
13.16 sec',"[488.320556640625,616.426025390625,302.713256835938,93.0283813476563]",[],[],[],[],[],[],"[804.014953613281,629.024353027344,295.029602050781,72.0358276367188]",[],"[138.033859252930,631.691284179688,349.788940429688,65.6118774414063]",[]
13.2 sec',"[488.320739746094,616.426025390625,302.713134765625,93.0283813476563]",[],[],[],[],[],[],"[804.014953613281,629.024719238281,295.029602050781,72.0355224609375]",[],"[137.452667236328,631.566650390625,350.946014404297,65.8526611328125]",[]
13.24 sec',"[488.320983886719,616.426025390625,302.712829589844,93.0283203125000]",[],[],[],[],[],[],"[804.014953613281,629.024719238281,295.029235839844,72.0352172851563]",[],"[136.937286376953,631.486450195313,351.969757080078,66.0245971679688]",[]
13.28 sec',"[488.320526123047,616.425903320313,302.713226318359,93.0286865234375]",[],[],[],[],[],[],"[804.015380859375,629.025207519531,295.028320312500,72.0341186523438]",[],"[136.389495849609,631.349609375000,353.055877685547,66.3085327148438]",[]
13.32 sec',"[488.320343017578,616.425781250000,302.713348388672,93.0289306640625]",[],[],[],[],[],[],"[804.015563964844,629.025085449219,295.028259277344,72.0338134765625]",[],"[135.836715698242,631.217407226563,354.150146484375,66.5822143554688]",[]
13.36 sec',"[488.320526123047,616.425720214844,302.712799072266,93.0294799804688]",[],[],[],[],[],[],"[804.015808105469,629.024353027344,295.026916503906,72.0344848632813]",[],"[135.204925537109,631.069152832031,355.339538574219,66.8624877929688]",[]
13.4 sec',"[488.320800781250,616.425720214844,302.712646484375,93.0294799804688]",[],[],[],[],[],[],"[804.016113281250,629.026184082031,295.026000976563,72.0322875976563]",[],"[134.623123168945,630.960327148438,356.558898925781,67.0654907226563]",[]
13.44 sec',"[488.321197509766,616.425903320313,302.712127685547,93.0292358398438]",[],[],[],[],[],[],"[804.016113281250,629.026306152344,295.025390625000,72.0317993164063]",[],"[134.074645996094,630.917297363281,357.637786865234,67.1743164062500]",[]
13.48 sec',"[488.321472167969,616.425903320313,302.711486816406,93.0292968750000]",[],[],[],[],[],[],"[804.016418457031,629.026245117188,295.025085449219,72.0316772460938]",[],"[133.555419921875,630.844665527344,358.660766601563,67.3141479492188]",[]
13.52 sec',"[488.321990966797,616.426147460938,302.711212158203,93.0294189453125]",[],[],[],[],[],[],"[804.017211914063,629.026550292969,295.023315429688,72.0307006835938]",[],"[132.949569702148,630.692565917969,359.854064941406,67.6563720703125]",[]
13.56 sec',"[488.321929931641,616.426452636719,302.710845947266,93.0292358398438]",[],[],[],[],[],[],"[804.017456054688,629.025817871094,295.022949218750,72.0313720703125]",[],"[132.312545776367,630.550354003906,361.114624023438,67.9326171875000]",[]
13.6 sec',"[488.322174072266,616.426635742188,302.710479736328,93.0291748046875]",[],[],[],[],[],[],"[804.017517089844,629.026672363281,295.023254394531,72.0304565429688]",[],"[131.692062377930,630.396606445313,362.346740722656,68.2517089843750]",[]
13.64 sec',"[488.321990966797,616.427185058594,302.711029052734,93.0298461914063]",[],[],[],[],[],[],"[804.016235351563,629.025146484375,295.024780273438,72.0344848632813]",[],"[131.158294677734,630.324768066406,363.415130615234,68.4021606445313]",[]
13.68 sec',"[488.322113037109,616.427917480469,302.711456298828,93.0302734375000]",[],[],[],[],[],[],"[804.015869140625,629.023376464844,295.025390625000,72.0411376953125]",[],"[130.572586059570,630.242858886719,364.611877441406,68.5746459960938]",[]
13.72 sec',"[488.322082519531,616.428588867188,302.711547851563,93.0308837890625]",[],[],[],[],[],[],"[804.015197753906,629.022521972656,295.026306152344,72.0459594726563]",[],"[130.002288818359,630.145263671875,365.749206542969,68.7830200195313]",[]
13.76 sec',"[488.321990966797,616.428344726563,302.711822509766,93.0309448242188]",[],[],[],[],[],[],"[804.016479492188,629.023315429688,295.022583007813,72.0411376953125]",[],"[129.489089965820,630.049133300781,366.773864746094,68.9974365234375]",[]
13.8 sec',"[488.322204589844,616.428283691406,302.711364746094,93.0308227539063]",[],[],[],[],[],[],"[804.017578125000,629.025573730469,295.017944335938,72.0332031250000]",[],"[128.884872436523,629.950256347656,367.933898925781,69.2197265625000]",[]
13.84 sec',"[488.322113037109,616.428283691406,302.711700439453,93.0308837890625]",[],[],[],[],[],[],"[804.018920898438,629.027832031250,295.014770507813,72.0272216796875]",[],"[128.317565917969,629.853881835938,369.042266845703,69.4370117187500]",[]
13.88 sec',"[488.322204589844,616.428649902344,302.711303710938,93.0305786132813]",[],[],[],[],[],[],"[804.019592285156,629.027954101563,295.013366699219,72.0266723632813]",[],"[127.790374755859,629.772949218750,370.105590820313,69.5816040039063]",[]
13.92 sec',"[488.322631835938,616.429016113281,302.710571289063,93.0300903320313]",[],[],[],[],[],[],"[804.020080566406,629.028015136719,295.011657714844,72.0267944335938]",[],"[127.190246582031,629.705505371094,371.295257568359,69.7081909179688]",[]
13.96 sec',"[488.322479248047,616.428955078125,302.710784912109,93.0301513671875]",[],[],[],[],[],[],"[804.020080566406,629.028198242188,295.012390136719,72.0267333984375]",[],"[126.540184020996,629.597412109375,372.539520263672,69.9000854492188]",[]
14 sec',"[488.322113037109,616.429077148438,302.711212158203,93.0297851562500]",[],[],[],[],[],[],"[804.019958496094,629.027404785156,295.012023925781,72.0278320312500]",[],"[125.952201843262,629.295532226563,373.673400878906,70.4686279296875]",[]
14.04 sec',"[488.322296142578,616.432128906250,302.709991455078,93.0253906250000]",[],[],[],[],[],[],"[804.019653320313,629.028076171875,295.012329101563,72.0271606445313]",[],"[125.632598876953,629.204711914063,374.465148925781,70.6599121093750]",[]
14.08 sec',"[488.322204589844,616.431945800781,302.710327148438,93.0256347656250]",[],[],[],[],[],[],"[804.019653320313,629.027709960938,295.012573242188,72.0276489257813]",[],"[125.002159118652,629.118408203125,375.556060791016,70.7108154296875]",[]
14.12 sec',"[488.322387695313,616.431884765625,302.710083007813,93.0253295898438]",[],[],[],[],[],[],"[804.019287109375,629.027587890625,295.012695312500,72.0278320312500]",[],"[125.724311828613,628.918151855469,372.701751708984,70.9474487304688]",[]
14.16 sec',"[488.322875976563,616.431884765625,302.709716796875,93.0252685546875]",[],[],[],[],[],[],"[804.019592285156,629.027160644531,295.012390136719,72.0283203125000]",[],"[154.416290283203,618.427978515625,314.746917724609,80.9548339843750]",[]
14.2 sec',"[488.322479248047,616.431518554688,302.710296630859,93.0255126953125]",[],[],[],[],[],[],"[804.019348144531,629.026672363281,295.012512207031,72.0289306640625]",[],[],[]
14.24 sec',"[488.322387695313,616.431640625000,302.710144042969,93.0254516601563]",[],[],[],[],[],[],"[804.019592285156,629.027038574219,295.012878417969,72.0285644531250]",[],[],[]
14.28 sec',"[488.322357177734,616.431884765625,302.710174560547,93.0251464843750]",[],[],[],[],[],[],"[804.019836425781,629.027099609375,295.012634277344,72.0281372070313]",[],[],[]
14.32 sec',"[488.323150634766,616.435302734375,302.708465576172,93.0203247070313]",[],[],[],[],[],[],"[804.020080566406,629.027160644531,295.011901855469,72.0282592773438]",[],[],[]
14.36 sec',"[488.323333740234,616.435119628906,302.708587646484,93.0205078125000]",[],[],[],[],[],[],"[804.020385742188,629.026977539063,295.011352539063,72.0282592773438]",[],[],[]
14.4 sec',"[488.323638916016,616.434814453125,302.708282470703,93.0208740234375]",[],[],[],[],[],[],"[804.020874023438,629.027221679688,295.011596679688,72.0275268554688]",[],[],[]
14.44 sec',"[488.323181152344,616.434753417969,302.709045410156,93.0208129882813]",[],[],[],[],[],[],"[804.021423339844,629.027465820313,295.010803222656,72.0270996093750]",[],[],[]
14.48 sec',"[488.322875976563,616.434692382813,302.709655761719,93.0209350585938]",[],[],[],[],[],[],"[804.021484375000,629.027648925781,295.010986328125,72.0270385742188]",[],[],[]
14.52 sec',"[488.322601318359,616.434326171875,302.710418701172,93.0217285156250]",[],[],[],[],[],[],"[804.021911621094,629.028015136719,295.010314941406,72.0259399414063]",[],[],[]
14.56 sec',"[488.322509765625,616.434082031250,302.710937500000,93.0218505859375]",[],[],[],[],[],[],"[804.022155761719,629.028076171875,295.010192871094,72.0260620117188]",[],[],[]
14.6 sec',"[488.322784423828,616.433837890625,302.710906982422,93.0222167968750]",[],[],[],[],[],[],"[804.022399902344,629.028137207031,295.009826660156,72.0260620117188]",[],[],[]
14.64 sec',"[488.323272705078,616.434143066406,302.710296630859,93.0216674804688]",[],[],[],[],[],[],"[804.022827148438,629.028198242188,295.009155273438,72.0263061523438]",[],[],[]
14.68 sec',"[488.323303222656,616.434448242188,302.710083007813,93.0213012695313]",[],[],[],[],[],[],"[804.023193359375,629.028015136719,295.009033203125,72.0264892578125]",[],[],[]
14.72 sec',"[488.325622558594,614.743347167969,305.255493164063,94.6416625976563]",[],[],[],[],[],[],[],[],[],[]
14.76 sec',"[488.325775146484,614.743591308594,305.255035400391,94.6414184570313]",[],[],[],[],[],[],[],[],[],[]
14.8 sec',"[488.325561523438,614.743591308594,305.255249023438,94.6413574218750]",[],[],[],[],[],[],[],[],[],[]
14.84 sec',"[488.325805664063,614.743774414063,305,94]","[138,633,344,65]",[],[],[],[],[],[],[],[],[]
14.88 sec',"[488.325500488281,614.743652343750,305.255676269531,94.6412963867188]","[138.000183105469,632.999023437500,343.999298095703,65.0011596679688]",[],[],[],[],[],[],[],[],[]
14.92 sec',"[488.325744628906,614.743774414063,305.255371093750,94.6412963867188]","[138.000701904297,632.999877929688,343.998779296875,65.0000610351563]",[],[],[],[],[],[],[],[],[]
14.96 sec',"[488.325378417969,614.743591308594,305.256225585938,94.6416015625000]","[138.000839233398,632.999816894531,343.998596191406,65.0003051757813]",[],[],[],[],[],[],[],[],[]
15 sec',"[488.326171875000,614.743774414063,305.255004882813,94.6412963867188]","[138.000991821289,633,343.998291015625,65]",[],[],[],[],[],[],[],[],[]
15.04 sec',"[488.326202392578,614.746887207031,305.253509521484,94.6370849609375]","[138.000305175781,632.999755859375,343.999908447266,65.0000610351563]",[],[],[],[],[],[],[],[],[]
15.08 sec',"[488.325805664063,614.749633789063,305.252807617188,94.6336059570313]","[137.999786376953,632.999023437500,344.000549316406,65.0010986328125]",[],[],[],[],[],[],[],[],[]
15.12 sec',"[488.325958251953,614.749877929688,305.252899169922,94.6332397460938]","[137.999511718750,632.999816894531,344.001525878906,65.0007934570313]",[],[],[],[],[],[],[],[],[]
15.16 sec',"[488.326232910156,614.750244140625,305.252868652344,94.6327514648438]","[137.999938964844,632.998657226563,344.000579833984,65.0020751953125]",[],[],[],[],[],[],[],[],[]
15.2 sec',"[488.326690673828,614.750610351563,305.252288818359,94.6322631835938]","[138.000152587891,633.000549316406,343.999267578125,65.0007324218750]",[],[],[],[],[],[],[],[],[]
15.24 sec',"[488.326324462891,614.750427246094,305.252960205078,94.6324462890625]","[138.000198364258,633.000366210938,343.999206542969,65.0020141601563]",[],[],[],[],[],[],[],[],[]
15.28 sec',"[488.326385498047,614.750671386719,305.252777099609,94.6320800781250]","[138.000228881836,633.000122070313,343.999267578125,65.0031738281250]",[],[],[],[],[],[],[],[],[]
15.32 sec',"[488.325073242188,614.748229980469,305.255187988281,94.6350708007813]","[138.000503540039,633.000305175781,343.999023437500,65.0018310546875]",[],[],[],[],[],[],[],[],[]
15.36 sec',"[488.324951171875,614.748413085938,305.255493164063,94.6347045898438]","[138.000671386719,633.000061035156,343.998504638672,65.0033569335938]",[],[],[],[],[],[],[],[],[]
15.4 sec',"[488.324920654297,614.747314453125,305.256011962891,94.6361083984375]","[138.000885009766,633.000366210938,343.998443603516,65.0018310546875]",[],[],[],[],[],[],[],[],[]
15.44 sec',"[488.325256347656,614.747314453125,305.255371093750,94.6359863281250]","[138.001022338867,633.000366210938,343.998291015625,65.0016479492188]",[],[],[],[],[],[],[],[],[]
15.48 sec',"[488.325775146484,614.747436523438,305.254791259766,94.6358032226563]","[138.000991821289,633.000549316406,343.998229980469,65.0006713867188]",[],[],[],[],[],[],[],[],[]
15.52 sec',"[488.325836181641,614.747497558594,305.254791259766,94.6357421875000]","[138.001113891602,633.000305175781,343.997924804688,65.0027465820313]",[],[],[],[],[],[],[],[],[]
15.56 sec',"[488.325866699219,614.747436523438,305.254638671875,94.6357421875000]","[138.001144409180,633.000061035156,343.998229980469,65.0017089843750]",[],[],[],[],[],[],[],[],[]
15.6 sec',"[488.326171875000,614.747619628906,305.253906250000,94.6353759765625]","[138.001068115234,633.000122070313,343.998504638672,65.0010986328125]",[],[],[],[],[],[],[],[],[]
15.64 sec',"[488.325744628906,614.747436523438,305.254760742188,94.6356201171875]","[138.001083374023,632.999877929688,343.998657226563,65.0017700195313]",[],[],[],[],[],[],[],[],[]
15.68 sec',"[488.326049804688,614.747558593750,305.254089355469,94.6353149414063]","[138.000717163086,632.999450683594,343.999450683594,65.0046997070313]",[],[],[],[],[],[],[],[],[]
15.72 sec',"[488.326385498047,614.747619628906,305.253875732422,94.6351928710938]","[138.000595092773,632.998229980469,344.000122070313,65.0125122070313]",[],[],[],[],[],[],[],[],[]
15.76 sec',"[488.326141357422,614.747741699219,305,94]","[137.992233276367,632.967712402344,344.017028808594,65.0386962890625]",[],[],[],[],[],"[802,631,316,73]",[],[],[]
15.8 sec',"[488.326080322266,614.747802734375,305.253875732422,94.6350097656250]","[137.992202758789,632.967651367188,344.017028808594,65.0387573242188]",[],[],[],[],[],"[801.997009277344,630.995422363281,316.007385253906,73.0070190429688]",[],[],[]
15.84 sec',"[488.325897216797,614.747680664063,305.253997802734,94.6350708007813]","[137.990142822266,632.958679199219,344.021545410156,65.0494995117188]",[],[],[],[],[],"[801.996520996094,630.994140625000,316.008361816406,73.0089721679688]",[],[],[]
15.88 sec',"[488.325958251953,614.747863769531,305.253387451172,94.6347656250000]","[137.989440917969,632.956176757813,344.022796630859,65.0525512695313]",[],[],[],[],[],"[801.994873046875,630.991821289063,316.012207031250,73.0126953125000]",[],[],[]
15.92 sec',"[488.326232910156,614.748229980469,305.252807617188,94.6344604492188]","[137.991119384766,632.960571289063,344.018737792969,65.0468750000000]",[],[],[],[],[],"[801.999145507813,630.997802734375,316.001342773438,73.0045166015625]",[],[],[]
15.96 sec',"[488.326019287109,614.748168945313,305.253021240234,94.6347656250000]","[137.989913940430,632.957214355469,344.021606445313,65.0509643554688]",[],[],[],[],[],"[801.999206542969,630.997253417969,316.001525878906,73.0051879882813]",[],[],[]
16 sec',"[488.326202392578,614.748046875000,305.252899169922,94.6347656250000]","[137.989883422852,632.957092285156,344.021667480469,65.0510253906250]",[],[],[],[],[],"[801.999572753906,630.997070312500,316.000793457031,73.0056152343750]",[],[],[]
16.04 sec',"[488.326446533203,614.748413085938,305.252227783203,94.6341552734375]","[137.987854003906,632.948791503906,344.026672363281,65.0615844726563]",[],[],[],[],[],"[820.285583496094,630.586120605469,317.674987792969,75.3041381835938]",[],[],[]
16.08 sec',"[488.326477050781,614.748352050781,305.252563476563,94.6343994140625]","[137.988204956055,632.950195312500,344.024597167969,65.0598144531250]",[],[],[],[],[],"[820.285705566406,630.586303710938,317.674255371094,75.3038940429688]",[],[],[]
16.12 sec',"[488.326110839844,614.748352050781,305.253112792969,94.6344604492188]","[137.986618041992,632.943969726563,344.027404785156,65.0675048828125]",[],[],[],[],[],"[820.277282714844,630.584838867188,317.701965332031,75.2934570312500]",[],[],[]
16.16 sec',"[488.326324462891,614.748657226563,305.252593994141,94.6340332031250]","[137.984481811523,632.935668945313,344.032714843750,65.0775146484375]",[],[],[],[],[],"[839.008422851563,629.147705078125,318.192260742188,76.2956542968750]",[],[],[]
16.2 sec',"[488.326232910156,614.748718261719,305.252868652344,94.6340332031250]","[137.984558105469,632.936157226563,344.032775878906,65.0770263671875]",[],[],[],[],[],"[839.007995605469,629.148132324219,318.193176269531,76.2949829101563]",[],[],[]
16.24 sec',"[488.325286865234,614.748352050781,305.253997802734,94.6344604492188]","[137.985931396484,632.943786621094,344.030578613281,65.0644531250000]",[],[],[],[],[],"[879.665283203125,629.941589355469,301.512939453125,74.3242797851563]",[],[],[]
16.28 sec',"[488.325164794922,614.748352050781,305.254119873047,94.6344604492188]","[137.984008789063,632.937561035156,344.034332275391,65.0692749023438]",[],[],[],[],[],"[907.751098632813,639.109802246094,255.783813476563,60.3401489257813]",[],[],[]
16.32 sec',"[488.325531005859,614.749450683594,305.253082275391,94.6329345703125]","[137.986694335938,632.949462890625,344.028442382813,65.0538940429688]",[],[],[],[],[],"[883.179687500000,609.360656738281,396.820312500000,110.639343261719]",[],[],[]
16.36 sec',"[488.325073242188,614.749084472656,305.253845214844,94.6334228515625]","[137.988754272461,632.958984375000,344.023864746094,65.0404052734375]",[],[],[],[],[],[],[],[],[]
16.4 sec',"[488.325195312500,614.749023437500,305.253723144531,94.6335449218750]","[137.986618041992,632.949829101563,344.028259277344,65.0514526367188]",[],[],[],[],[],[],[],[],[]
16.44 sec',"[488.325195312500,614.749267578125,305.253601074219,94.6334228515625]","[137.983947753906,632.942138671875,344.033691406250,65.0575561523438]",[],[],[],[],[],[],[],[],[]
16.48 sec',"[488.325317382813,614.749145507813,305.253295898438,94.6335449218750]","[137.983505249023,632.939819335938,344.034851074219,65.0601806640625]",[],[],[],[],[],[],[],[],[]
16.52 sec',"[488.324645996094,614.749084472656,305.254028320313,94.6337280273438]","[137.983932495117,632.940795898438,344.034179687500,65.0588378906250]",[],[],[],[],[],[],[],[],[]
16.56 sec',"[488.324249267578,614.748840332031,305,94]","[137.982376098633,632.935302734375,344.037353515625,65.0659790039063]",[],[],[],[],[],"[803,630,317,74]",[],[],[]
16.6 sec',"[488.324188232422,614.748840332031,305.254730224609,94.6339721679688]","[137.982818603516,632.935791015625,344.036468505859,65.0634765625000]",[],[],[],[],[],"[803.001281738281,630.001037597656,316.997253417969,73.9995727539063]",[],[],[]
16.64 sec',"[488.323974609375,614.748962402344,305.254943847656,94.6339721679688]","[137.982742309570,632.936035156250,344.036621093750,65.0633544921875]",[],[],[],[],[],"[803.003295898438,629.998535156250,316.989868164063,74.0067749023438]",[],[],[]
16.68 sec',"[488.322906494141,614.749145507813,305.256378173828,94.6340332031250]","[137.982452392578,632.934448242188,344.037536621094,65.0645141601563]",[],[],[],[],[],"[803.000366210938,629.992309570313,316.999755859375,74.0144042968750]",[],[],[]
16.72 sec',"[488.322448730469,614.749145507813,305.256835937500,94.6341552734375]","[137.981582641602,632.930297851563,344.039245605469,65.0690307617188]",[],[],[],[],[],"[802.999328613281,629.995300292969,317.002868652344,74.0081787109375]",[],[],[]
16.76 sec',"[488.322814941406,614.749450683594,305.256225585938,94.6336059570313]","[137.981170654297,632.927978515625,344.040374755859,65.0718383789063]",[],[],[],[],[],"[802.992736816406,629.983459472656,317.022644042969,74.0186767578125]",[],[],[]
